 ,epsf, epsb, muf, mub,2.8447+0.011938i,2.8817-0.10602i,0.98428-0.013611i,1.0062+0.030796i
,2.859-0.01729i,2.8917-0.11953i,0.9885-0.020602i,1.0125+0.033848i
,2.8302+0.030064i,2.8649-0.084166i,0.97597-0.0069289i,0.9994+0.035042i
