8.2,2.4818,199.71
8.375,2.3923,0.099547
8.55,2.3108,0.060079
8.725,2.3007,0.029119
8.9,2.3522,2.5801
9.075,2.3024,0.069345
9.25,2.314,0.23356
9.425,2.3963,0.2122
9.6,2.5565,0.075806
9.775,2.5701,2.4995
9.95,2.6713,520.29
10.125,2.5338,0.13238
10.3,2.4617,0.14135
10.475,2.4542,0.2604
10.65,2.524,0.16286
10.825,2.5535,0.3698
11,2.4942,0.092237
11.175,2.5747,0.14543
11.35,2.6554,0.23764
11.525,2.7557,0.25191
11.7,2.8396,0.20982
11.875,2.9028,0.31151
12.05,2.9657,0.33466
12.225,3.0001,0.17892
12.4,3.028,0.21125
