8.2,-0.0018521,0.0046138
8.375,-4.4317e-11,1.3046e-09
8.55,-2.2205e-14,1.1133e-17
8.725,-2.2907e-14,5.2015e-15
8.9,-4.0163e-14,3.0222e-12
9.075,-0.002814,0.0074381
9.25,-0.0052185,0.0079593
9.425,-0.0064939,0.0085485
9.6,-0.0062762,0.0091235
9.775,-0.0046059,0.0095537
9.95,-0.0020651,0.0089588
10.125,-4.5477e-05,0.001639
10.3,-1.9053e-11,4.7616e-10
10.475,-2.2206e-14,1.8419e-16
10.65,-2.232e-14,1.7494e-15
10.825,-2.2708e-14,6.0836e-15
11,-2.366e-14,2.1284e-14
11.175,-2.8318e-14,2.4507e-13
11.35,-0.0005166,0.014493
11.525,-0.00088625,0.014921
11.7,-0.0010785,0.015347
11.875,-0.0018469,0.015798
12.05,-0.0041731,0.016292
12.225,-0.0091468,0.016838
12.4,-0.017766,0.017439
