8.2,-5.6309e-05,0.031487
8.375,-2.9617e-05,9.4061e-05
8.55,-3.3035e-08,4.8488e-05
8.725,-3.0319e-08,4.1849e-09
8.9,-4.3075e-14,3.3428e-14
9.075,-2.8793e-14,1.5977e-13
9.25,-3.8596e-14,9.4309e-13
9.425,-2.2223e-14,1.1168e-16
9.6,-4.3591e-14,3.4339e-15
9.775,-3.2374e-14,2.4713e-11
9.95,-2.3122e-14,6.9373e-11
10.125,-3.6428e-14,1.3588e-13
10.3,-4.4153e-14,9.7711e-11
10.475,-4.3981e-14,6.987e-13
10.65,-2.2229e-14,7.6763e-17
10.825,-2.3297e-14,0.00061178
11,-3.4886e-14,1.3274e-14
11.175,-2.2233e-14,3.9341e-16
11.35,-3.9021e-14,6.5589e-14
11.525,-2.2536e-14,8.9236e-16
11.7,-2.2475e-14,8.4318e-16
11.875,-2.2229e-14,3.0958e-15
12.05,-2.2384e-14,1.8573e-15
12.225,-2.2404e-14,4.7486e-15
12.4,-2.2415e-14,9.3595e-16
